,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2823629,2015,6,26,5,DL,1727,N377NW,DTW,SFO,2144,2146.0,2.0,11.0,2157.0,309.0,284.0,263.0,2079,2320.0,10.0,2353,2330.0,-23.0,0,0,,,,,,
3298387,2015,7,25,6,MQ,3276,N638MQ,DFW,CVG,1210,1209.0,-1.0,18.0,1227.0,143.0,136.0,111.0,812,1518.0,7.0,1533,1525.0,-8.0,0,0,,,,,,
909802,2015,3,1,7,AA,1644,N3LRAA,SNA,ORD,1703,1748.0,45.0,12.0,1800.0,227.0,201.0,182.0,1726,2302.0,7.0,2250,2309.0,19.0,0,0,,0.0,0.0,3.0,16.0,0.0
4179678,2015,9,17,4,AS,745,N530AS,ATL,SEA,1840,1836.0,-4.0,13.0,1849.0,315.0,323.0,301.0,2182,2050.0,9.0,2055,2059.0,4.0,0,0,,,,,,
4381437,2015,9,30,3,MQ,3148,N925MQ,ORD,SGF,1718,1716.0,-2.0,20.0,1736.0,108.0,93.0,67.0,438,1843.0,6.0,1906,1849.0,-17.0,0,0,,,,,,
430274,2015,1,29,4,OO,5398,N578SW,SMF,SFO,951,1051.0,60.0,7.0,1058.0,54.0,43.0,31.0,86,1129.0,5.0,1045,1134.0,49.0,0,0,,42.0,0.0,0.0,7.0,0.0
739087,2015,2,18,3,AA,2206,N3CAAA,MIA,DCA,1635,1635.0,0.0,10.0,1645.0,149.0,133.0,119.0,919,1844.0,4.0,1904,1848.0,-16.0,0,0,,,,,,
5059242,2015,11,12,4,VX,169,N838VA,EWR,LAX,1730,1726.0,-4.0,17.0,1743.0,385.0,375.0,350.0,2454,2033.0,8.0,2055,2041.0,-14.0,0,0,,,,,,
2122358,2015,5,15,5,AA,1693,N569AA,ORD,MCO,1220,1221.0,1.0,16.0,1237.0,172.0,157.0,134.0,1005,1551.0,7.0,1612,1558.0,-14.0,0,0,,,,,,
2876677,2015,6,30,2,HA,21,N391HA,SEA,HNL,850,853.0,3.0,18.0,911.0,355.0,367.0,338.0,2677,1149.0,11.0,1145,1200.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
3799789,2015,8,24,1,AA,1210,N566AA,MSP,DFW,1340,1334.0,-6.0,17.0,1351.0,148.0,144.0,118.0,852,1549.0,9.0,1608,1558.0,-10.0,0,0,,,,,,
2145407,2015,5,17,7,AS,730,N408AS,ANC,SEA,500,456.0,-4.0,8.0,504.0,195.0,193.0,178.0,1448,902.0,7.0,915,909.0,-6.0,0,0,,,,,,
2716116,2015,6,20,6,HA,189,N489HA,KOA,HNL,1600,1600.0,0.0,11.0,1611.0,44.0,46.0,29.0,163,1640.0,6.0,1644,1646.0,2.0,0,0,,,,,,
1124592,2015,3,14,6,DL,766,N519US,ATL,DEN,2149,2213.0,24.0,17.0,2230.0,202.0,181.0,155.0,1199,2305.0,9.0,2311,2314.0,3.0,0,0,,,,,,
4489407,2015,10,7,3,UA,1790,N57111,11618,11697,1430,1429.0,-1.0,32.0,1501.0,189.0,178.0,142.0,1065,1723.0,4.0,1739,1727.0,-12.0,0,0,,,,,,
5391393,2015,12,4,5,WN,2155,N8669B,MDW,LAX,850,851.0,1.0,16.0,907.0,280.0,266.0,240.0,1750,1107.0,10.0,1130,1117.0,-13.0,0,0,,,,,,
1301675,2015,3,25,3,US,546,N560UW,CLT,PHX,1745,1740.0,-5.0,14.0,1754.0,281.0,271.0,248.0,1773,1902.0,9.0,1926,1911.0,-15.0,0,0,,,,,,
2617889,2015,6,14,7,OO,5321,N924SW,MKE,ORD,2032,2057.0,25.0,12.0,2109.0,53.0,41.0,19.0,67,2128.0,10.0,2125,2138.0,13.0,0,0,,,,,,
3155127,2015,7,16,4,DL,2070,N911DA,MSP,PHX,2153,2208.0,15.0,14.0,2222.0,189.0,188.0,169.0,1276,2311.0,5.0,2302,2316.0,14.0,0,0,,,,,,
2594040,2015,6,13,6,WN,2134,N8609A,SAN,SFO,1140,1200.0,20.0,9.0,1209.0,90.0,85.0,69.0,447,1318.0,7.0,1310,1325.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
635610,2015,2,11,3,US,1736,N604AW,PHX,CLT,2345,2342.0,-3.0,8.0,2350.0,225.0,222.0,206.0,1773,516.0,8.0,530,524.0,-6.0,0,0,,,,,,
2615586,2015,6,14,7,US,627,N756US,IAH,PHX,1815,1808.0,-7.0,22.0,1830.0,165.0,168.0,136.0,1009,1846.0,10.0,1900,1856.0,-4.0,0,0,,,,,,
5011586,2015,11,9,1,WN,1885,N262WN,MCI,MDW,1835,1830.0,-5.0,11.0,1841.0,85.0,76.0,61.0,405,1942.0,4.0,2000,1946.0,-14.0,0,0,,,,,,
4342955,2015,9,28,1,WN,612,N365SW,CLT,HOU,1100,1134.0,34.0,16.0,1150.0,170.0,146.0,126.0,920,1256.0,4.0,1250,1300.0,10.0,0,0,,,,,,
570460,2015,2,7,6,DL,2396,N543US,ATL,RSW,1535,1536.0,1.0,15.0,1551.0,100.0,90.0,71.0,515,1702.0,4.0,1715,1706.0,-9.0,0,0,,,,,,
1431405,2015,4,2,4,MQ,3534,N508MQ,LGA,BNA,1605,1620.0,15.0,44.0,1704.0,151.0,174.0,125.0,764,1809.0,5.0,1736,1814.0,38.0,0,0,,23.0,0.0,0.0,15.0,0.0
4352634,2015,9,28,1,F9,344,N926FR,BZN,DEN,2055,2107.0,12.0,9.0,2116.0,98.0,91.0,74.0,524,2230.0,8.0,2233,2238.0,5.0,0,0,,,,,,
5489024,2015,12,10,4,DL,2472,N306DQ,CHS,ATL,1530,1528.0,-2.0,11.0,1539.0,80.0,62.0,42.0,259,1621.0,9.0,1650,1630.0,-20.0,0,0,,,,,,
4512360,2015,10,8,4,AA,2400,N4UCAA,11298,14831,2121,2117.0,-4.0,13.0,2130.0,219.0,193.0,177.0,1438,2227.0,3.0,2300,2230.0,-30.0,0,0,,,,,,
268081,2015,1,18,7,WN,436,N935WN,CMH,TPA,1525,1533.0,8.0,16.0,1549.0,140.0,130.0,111.0,829,1740.0,3.0,1745,1743.0,-2.0,0,0,,,,,,
1986584,2015,5,7,4,DL,1588,N991AT,MYR,ATL,700,658.0,-2.0,15.0,713.0,79.0,69.0,48.0,317,801.0,6.0,819,807.0,-12.0,0,0,,,,,,
2559180,2015,6,11,4,AA,43,N493AA,DFW,DTW,1055,1117.0,22.0,11.0,1128.0,170.0,152.0,131.0,986,1439.0,10.0,1445,1449.0,4.0,0,0,,,,,,
4098696,2015,9,12,6,AA,1521,N3FHAA,MIA,RDU,1540,1601.0,21.0,26.0,1627.0,125.0,130.0,100.0,700,1807.0,4.0,1745,1811.0,26.0,0,0,,5.0,0.0,3.0,18.0,0.0
3235043,2015,7,21,2,WN,1549,N208WN,SNA,OAK,1730,1730.0,0.0,7.0,1737.0,80.0,82.0,61.0,371,1838.0,14.0,1850,1852.0,2.0,0,0,,,,,,
774341,2015,2,20,5,WN,4386,N475WN,OAK,PDX,1900,1930.0,30.0,17.0,1947.0,100.0,106.0,86.0,543,2113.0,3.0,2040,2116.0,36.0,0,0,,6.0,0.0,0.0,30.0,0.0
5442093,2015,12,7,1,AA,1373,N570AA,JAX,DFW,1602,1600.0,-2.0,11.0,1611.0,173.0,176.0,141.0,918,1732.0,24.0,1755,1756.0,1.0,0,0,,,,,,
2143002,2015,5,16,6,WN,482,N364SW,DAL,MCI,1805,1843.0,38.0,12.0,1855.0,85.0,79.0,63.0,460,1958.0,4.0,1930,2002.0,32.0,0,0,,0.0,0.0,3.0,29.0,0.0
613912,2015,2,10,2,WN,2161,N384SW,BWI,IND,1440,1458.0,18.0,10.0,1508.0,110.0,91.0,77.0,516,1625.0,4.0,1630,1629.0,-1.0,0,0,,,,,,
1050189,2015,3,10,2,US,833,N936UW,CLT,STT,1150,1137.0,-13.0,25.0,1202.0,213.0,211.0,180.0,1520,1502.0,6.0,1523,1508.0,-15.0,0,0,,,,,,
4612209,2015,10,15,4,OO,4615,N548CA,14869,10423,955,952.0,-3.0,19.0,1011.0,164.0,160.0,136.0,1086,1327.0,5.0,1339,1332.0,-7.0,0,0,,,,,,
1278277,2015,3,24,2,MQ,3180,N638MQ,ORD,BIS,1055,1101.0,6.0,9.0,1110.0,137.0,119.0,108.0,716,1258.0,2.0,1312,1300.0,-12.0,0,0,,,,,,
3690121,2015,8,17,1,EV,5974,N17185,AVP,ORD,1724,,,,,125.0,,,632,,,1829,,,0,1,B,,,,,
3572141,2015,8,10,1,AA,751,N169UW,PHL,DFW,1625,1626.0,1.0,47.0,1713.0,217.0,234.0,172.0,1303,1905.0,15.0,1902,1920.0,18.0,0,0,,17.0,0.0,1.0,0.0,0.0
914379,2015,3,2,1,NK,647,N632NK,IAG,FLL,238,428.0,110.0,30.0,458.0,178.0,190.0,147.0,1176,725.0,13.0,536,738.0,122.0,0,0,,12.0,0.0,5.0,105.0,0.0
855365,2015,2,26,4,AS,855,N590AS,PDX,KOA,720,711.0,-9.0,16.0,727.0,388.0,353.0,333.0,2607,1100.0,4.0,1148,1104.0,-44.0,0,0,,,,,,
5135187,2015,11,17,2,AA,1806,N154UW,TPA,CLT,1535,1559.0,24.0,17.0,1616.0,99.0,105.0,76.0,507,1732.0,12.0,1714,1744.0,30.0,0,0,,6.0,0.0,1.0,23.0,0.0
705569,2015,2,16,1,AS,555,N408AS,PSP,SEA,1525,1549.0,24.0,13.0,1602.0,165.0,160.0,144.0,987,1826.0,3.0,1810,1829.0,19.0,0,0,,0.0,0.0,19.0,0.0,0.0
3238559,2015,7,21,2,WN,925,N258WN,PHX,SJC,2110,2122.0,12.0,6.0,2128.0,105.0,101.0,90.0,621,2258.0,5.0,2255,2303.0,8.0,0,0,,,,,,
2179869,2015,5,19,2,DL,1941,N956DL,MHT,ATL,645,637.0,-8.0,17.0,654.0,174.0,162.0,137.0,952,911.0,8.0,939,919.0,-20.0,0,0,,,,,,
1571260,2015,4,11,6,AS,805,N536AS,SMF,OGG,1010,955.0,-15.0,10.0,1005.0,332.0,317.0,303.0,2404,1208.0,4.0,1242,1212.0,-30.0,0,0,,,,,,
5776094,2015,12,29,2,UA,665,,ORD,RSW,748,,,,,177.0,,,1120,,,1145,,,0,1,B,,,,,
3241308,2015,7,22,3,OO,6312,N758SK,PSP,LAX,656,651.0,-5.0,10.0,701.0,56.0,43.0,25.0,110,726.0,8.0,752,734.0,-18.0,0,0,,,,,,
4659687,2015,10,18,7,MQ,3166,N909MQ,11298,11111,1205,1157.0,-8.0,22.0,1219.0,102.0,98.0,72.0,489,1331.0,4.0,1347,1335.0,-12.0,0,0,,,,,,
5039170,2015,11,11,3,B6,1027,N193JB,BOS,BWI,1355,1351.0,-4.0,14.0,1405.0,90.0,85.0,63.0,369,1508.0,8.0,1525,1516.0,-9.0,0,0,,,,,,
349920,2015,1,23,5,DL,1413,N970DL,ATL,LIT,1900,1859.0,-1.0,14.0,1913.0,100.0,93.0,74.0,453,1927.0,5.0,1940,1932.0,-8.0,0,0,,,,,,
1024948,2015,3,8,7,WN,465,N274WN,LAS,TUS,2010,2003.0,-7.0,12.0,2015.0,70.0,65.0,50.0,365,2105.0,3.0,2120,2108.0,-12.0,0,0,,,,,,
5313727,2015,11,29,7,OO,5493,N916SW,XNA,DEN,1330,1326.0,-4.0,14.0,1340.0,126.0,119.0,100.0,616,1420.0,5.0,1436,1425.0,-11.0,0,0,,,,,,
4523190,2015,10,9,5,UA,1186,N38454,12264,14771,1509,1535.0,26.0,12.0,1547.0,354.0,324.0,306.0,2419,1753.0,6.0,1803,1759.0,-4.0,0,0,,,,,,
2422736,2015,6,3,3,DL,414,N712TW,SFO,JFK,830,837.0,7.0,16.0,853.0,345.0,322.0,297.0,2586,1650.0,9.0,1715,1659.0,-16.0,0,0,,,,,,
4957602,2015,11,6,5,F9,585,N203FR,DEN,SLC,945,1030.0,45.0,15.0,1045.0,84.0,81.0,60.0,391,1145.0,6.0,1109,1151.0,42.0,0,0,,30.0,0.0,12.0,0.0,0.0
3339980,2015,7,27,1,WN,785,N8604K,MDW,DAL,2135,2137.0,2.0,14.0,2151.0,135.0,126.0,106.0,793,2337.0,6.0,2350,2343.0,-7.0,0,0,,,,,,
3133350,2015,7,15,3,UA,1671,N26226,IAH,LGA,1701,1724.0,23.0,39.0,1803.0,220.0,240.0,190.0,1416,2213.0,11.0,2141,2224.0,43.0,0,0,,43.0,0.0,0.0,0.0,0.0
811510,2015,2,23,1,AA,1075,N3GKAA,DCA,ORD,1145,1138.0,-7.0,11.0,1149.0,131.0,120.0,103.0,612,1232.0,6.0,1256,1238.0,-18.0,0,0,,,,,,
1848434,2015,4,28,2,MQ,3217,N657MQ,JFK,IND,1455,1458.0,3.0,20.0,1518.0,148.0,123.0,100.0,665,1658.0,3.0,1723,1701.0,-22.0,0,0,,,,,,
5528114,2015,12,13,7,AA,42,N3MDAA,SEA,ORD,1047,1040.0,-7.0,12.0,1052.0,242.0,254.0,225.0,1721,1637.0,17.0,1649,1654.0,5.0,0,0,,,,,,
2224867,2015,5,21,4,MQ,3075,N523MQ,ORD,STL,1745,1806.0,21.0,15.0,1821.0,82.0,64.0,46.0,258,1907.0,3.0,1907,1910.0,3.0,0,0,,,,,,
4535418,2015,10,10,6,AA,2017,N804AW,11433,11057,1150,1145.0,-5.0,11.0,1156.0,107.0,97.0,77.0,500,1313.0,9.0,1337,1322.0,-15.0,0,0,,,,,,
5592845,2015,12,17,4,AA,1846,N803AW,DCA,TPA,1130,1126.0,-4.0,21.0,1147.0,146.0,149.0,125.0,814,1352.0,3.0,1356,1355.0,-1.0,0,0,,,,,,
1526635,2015,4,8,3,F9,250,N951FR,DEN,IAH,1514,1506.0,-8.0,8.0,1514.0,137.0,134.0,116.0,862,1810.0,10.0,1831,1820.0,-11.0,0,0,,,,,,
3903588,2015,8,30,7,AA,697,N905AW,LIH,PHX,2215,2205.0,-10.0,9.0,2214.0,358.0,342.0,330.0,2979,644.0,3.0,713,647.0,-26.0,0,0,,,,,,
896700,2015,2,28,6,B6,299,N651JB,LGA,MCO,1740,1746.0,6.0,11.0,1757.0,182.0,167.0,150.0,950,2027.0,6.0,2042,2033.0,-9.0,0,0,,,,,,
862214,2015,2,26,4,DL,2173,N901DE,MIA,ATL,1400,1447.0,47.0,10.0,1457.0,123.0,107.0,86.0,594,1623.0,11.0,1603,1634.0,31.0,0,0,,0.0,0.0,31.0,0.0,0.0
2927397,2015,7,3,5,MQ,3694,N642MQ,DFW,TUL,835,930.0,55.0,28.0,958.0,65.0,90.0,57.0,237,1055.0,5.0,940,1100.0,80.0,0,0,,25.0,0.0,55.0,0.0,0.0
4668388,2015,10,18,7,EV,4407,N11187,13930,11721,2111,2107.0,-4.0,24.0,2131.0,65.0,62.0,34.0,223,2305.0,4.0,2316,2309.0,-7.0,0,0,,,,,,
2062877,2015,5,11,1,AA,1187,N598AA,AUS,DFW,2009,2012.0,3.0,14.0,2026.0,66.0,60.0,38.0,190,2104.0,8.0,2115,2112.0,-3.0,0,0,,,,,,
1645585,2015,4,15,3,DL,700,N813DN,SLC,SFO,2155,2154.0,-1.0,26.0,2220.0,123.0,118.0,80.0,599,2240.0,12.0,2258,2252.0,-6.0,0,0,,,,,,
166965,2015,1,11,7,DL,1596,N356NW,MSP,LGA,1920,1945.0,25.0,16.0,2001.0,157.0,153.0,125.0,1020,2306.0,12.0,2257,2318.0,21.0,0,0,,0.0,0.0,21.0,0.0,0.0
908740,2015,3,1,7,AS,84,N407AS,ANC,SEA,1600,1627.0,27.0,6.0,1633.0,195.0,173.0,162.0,1448,2015.0,5.0,2015,2020.0,5.0,0,0,,,,,,
272372,2015,1,18,7,US,1920,N941UW,CLT,BWI,2010,2032.0,22.0,25.0,2057.0,81.0,84.0,55.0,361,2152.0,4.0,2131,2156.0,25.0,0,0,,3.0,0.0,22.0,0.0,0.0
4433724,2015,10,4,7,WN,423,N7725A,12896,10423,800,754.0,-6.0,7.0,801.0,65.0,61.0,51.0,341,852.0,3.0,905,855.0,-10.0,0,0,,,,,,
3433359,2015,8,2,7,OO,2992,N899SK,PHX,OAK,1335,1336.0,1.0,16.0,1352.0,121.0,108.0,86.0,646,1518.0,6.0,1536,1524.0,-12.0,0,0,,,,,,
2696203,2015,6,19,5,UA,1219,N67845,IAD,ORD,1217,1343.0,86.0,16.0,1359.0,122.0,122.0,92.0,589,1431.0,14.0,1319,1445.0,86.0,0,0,,0.0,0.0,86.0,0.0,0.0
2483406,2015,6,6,6,UA,1935,N75410,EWR,SFO,1948,2016.0,28.0,29.0,2045.0,396.0,361.0,325.0,2565,2310.0,7.0,2324,2317.0,-7.0,0,0,,,,,,
594097,2015,2,9,1,EV,5541,N882AS,AGS,ATL,1023,1039.0,16.0,23.0,1102.0,56.0,75.0,33.0,143,1135.0,19.0,1119,1154.0,35.0,0,0,,19.0,0.0,15.0,1.0,0.0
3771882,2015,8,22,6,HA,245,N476HA,OGG,HNL,1657,1703.0,6.0,4.0,1707.0,37.0,33.0,25.0,100,1732.0,4.0,1734,1736.0,2.0,0,0,,,,,,
5123386,2015,11,16,1,WN,1245,N211WN,PHX,LAS,2000,2013.0,13.0,7.0,2020.0,60.0,60.0,47.0,255,2007.0,6.0,2000,2013.0,13.0,0,0,,,,,,
4786119,2015,10,26,1,WN,1559,N969WN,12892,13796,1110,1110.0,0.0,9.0,1119.0,70.0,70.0,56.0,337,1215.0,5.0,1220,1220.0,0.0,0,0,,,,,,
1145138,2015,3,16,1,UA,1693,N73860,MCO,IAH,900,910.0,10.0,12.0,922.0,152.0,136.0,115.0,854,1017.0,9.0,1032,1026.0,-6.0,0,0,,,,,,
2713025,2015,6,20,6,OO,2755,N906SW,PHX,FLG,1230,1249.0,19.0,11.0,1300.0,51.0,41.0,26.0,119,1326.0,4.0,1321,1330.0,9.0,0,0,,,,,,
1724601,2015,4,20,1,AA,1152,N4YBAA,DFW,CMH,2025,2226.0,121.0,19.0,2245.0,156.0,135.0,111.0,926,136.0,5.0,1,141.0,100.0,0,0,,0.0,0.0,100.0,0.0,0.0
3519544,2015,8,7,5,OO,6347,N778SK,SNA,SFO,1245,1245.0,0.0,12.0,1257.0,87.0,78.0,62.0,372,1359.0,4.0,1412,1403.0,-9.0,0,0,,,,,,
3526780,2015,8,7,5,AA,1322,N5ENAA,MIA,BOS,1950,1946.0,-4.0,16.0,2002.0,197.0,187.0,164.0,1258,2246.0,7.0,2307,2253.0,-14.0,0,0,,,,,,
5146813,2015,11,18,3,UA,544,N65832,LAX,DEN,1057,1224.0,87.0,15.0,1239.0,140.0,148.0,124.0,862,1543.0,9.0,1417,1552.0,95.0,0,0,,89.0,0.0,0.0,6.0,0.0
4280594,2015,9,24,4,OO,4644,N820SK,LGB,SLC,1015,1011.0,-4.0,11.0,1022.0,109.0,104.0,87.0,588,1249.0,6.0,1304,1255.0,-9.0,0,0,,,,,,
4881985,2015,11,1,7,DL,1528,N358NB,BDL,DTW,1615,1613.0,-2.0,20.0,1633.0,122.0,118.0,92.0,549,1805.0,6.0,1817,1811.0,-6.0,0,0,,,,,,
445141,2015,1,30,5,WN,448,N653SW,STL,OMA,840,836.0,-4.0,9.0,845.0,75.0,75.0,62.0,342,947.0,4.0,955,951.0,-4.0,0,0,,,,,,
2919591,2015,7,2,4,AS,763,N581AS,MCO,SAN,1745,1814.0,29.0,14.0,1828.0,312.0,274.0,255.0,2149,1943.0,5.0,1957,1948.0,-9.0,0,0,,,,,,
1343078,2015,3,28,6,EV,2548,N876AS,DFW,BTR,900,900.0,0.0,11.0,911.0,74.0,66.0,52.0,383,1003.0,3.0,1014,1006.0,-8.0,0,0,,,,,,
642709,2015,2,12,4,NK,388,N524NK,LAS,DTW,1220,1208.0,-12.0,15.0,1223.0,235.0,250.0,226.0,1749,1909.0,9.0,1915,1918.0,3.0,0,0,,,,,,
4213128,2015,9,20,7,AA,876,N102UW,MCI,CLT,710,707.0,-3.0,10.0,717.0,138.0,135.0,106.0,808,1003.0,19.0,1028,1022.0,-6.0,0,0,,,,,,
1911497,2015,5,2,6,UA,1147,N17730,SNA,ORD,1204,1200.0,-4.0,9.0,1209.0,251.0,229.0,212.0,1726,1741.0,8.0,1815,1749.0,-26.0,0,0,,,,,,
505305,2015,2,3,2,AA,332,N590AA,DFW,RDU,1130,1218.0,48.0,10.0,1228.0,146.0,131.0,117.0,1061,1525.0,4.0,1456,1529.0,33.0,0,0,,0.0,0.0,33.0,0.0,0.0
97041,2015,1,7,3,HA,342,N486HA,HNL,ITO,808,758.0,-10.0,8.0,806.0,50.0,46.0,34.0,216,840.0,4.0,858,844.0,-14.0,0,0,,,,,,
4253204,2015,9,22,2,DL,2832,N957DL,ATL,LEX,1454,1451.0,-3.0,15.0,1506.0,71.0,64.0,46.0,304,1552.0,3.0,1605,1555.0,-10.0,0,0,,,,,,
4405739,2015,10,2,5,WN,2522,N783SW,14107,14679,835,830.0,-5.0,13.0,843.0,75.0,67.0,52.0,304,935.0,2.0,950,937.0,-13.0,0,0,,,,,,
1062001,2015,3,11,3,WN,908,N368SW,LAS,OAK,715,712.0,-3.0,9.0,721.0,90.0,83.0,68.0,407,829.0,6.0,845,835.0,-10.0,0,0,,,,,,
4704754,2015,10,21,3,UA,1932,N73406,13303,12266,800,1041.0,161.0,13.0,1054.0,165.0,160.0,144.0,964,1218.0,3.0,945,1221.0,156.0,0,0,,0.0,0.0,156.0,0.0,0.0
5731553,2015,12,26,6,EV,5061,N921EV,TYS,ATL,1148,1152.0,4.0,10.0,1202.0,59.0,57.0,42.0,152,1244.0,5.0,1247,1249.0,2.0,0,0,,,,,,
1033883,2015,3,9,1,EV,4869,N722EV,DTW,MCI,1210,1202.0,-8.0,21.0,1223.0,124.0,124.0,99.0,629,1302.0,4.0,1314,1306.0,-8.0,0,0,,,,,,
4911871,2015,11,3,2,OO,4619,N8965E,IDA,SLC,1310,1259.0,-11.0,10.0,1309.0,57.0,73.0,53.0,188,1402.0,10.0,1407,1412.0,5.0,0,0,,,,,,
3539964,2015,8,8,6,UA,563,N441UA,PHL,ORD,1700,1656.0,-4.0,10.0,1706.0,145.0,136.0,102.0,678,1748.0,24.0,1825,1812.0,-13.0,0,0,,,,,,
772800,2015,2,20,5,DL,2376,N941DN,ATL,TPA,1730,1730.0,0.0,22.0,1752.0,88.0,84.0,58.0,406,1850.0,4.0,1858,1854.0,-4.0,0,0,,,,,,
1489389,2015,4,6,1,B6,1214,N228JB,DFW,BOS,1105,1151.0,46.0,21.0,1212.0,215.0,207.0,181.0,1562,1613.0,5.0,1540,1618.0,38.0,0,0,,7.0,0.0,0.0,31.0,0.0
4990554,2015,11,8,7,DL,1178,N962DN,ATL,RIC,1414,1414.0,0.0,11.0,1425.0,91.0,78.0,62.0,481,1527.0,5.0,1545,1532.0,-13.0,0,0,,,,,,
1568483,2015,4,11,6,AA,1012,N4YDAA,DFW,DAY,705,659.0,-6.0,11.0,710.0,138.0,127.0,108.0,861,958.0,8.0,1023,1006.0,-17.0,0,0,,,,,,
4926808,2015,11,4,3,DL,1512,N990AT,MKE,MSP,1200,1154.0,-6.0,10.0,1204.0,75.0,75.0,56.0,297,1300.0,9.0,1315,1309.0,-6.0,0,0,,,,,,
5353024,2015,12,1,2,EV,4876,N232PQ,ORF,DTW,1850,1843.0,-7.0,16.0,1859.0,112.0,111.0,87.0,529,2026.0,8.0,2042,2034.0,-8.0,0,0,,,,,,
2814229,2015,6,26,5,WN,1164,N559WN,TPA,SAT,1200,1247.0,47.0,10.0,1257.0,150.0,142.0,127.0,972,1404.0,5.0,1330,1409.0,39.0,0,0,,0.0,0.0,17.0,22.0,0.0
2386544,2015,6,1,1,US,2040,N201UU,MCO,PHL,610,605.0,-5.0,15.0,620.0,142.0,152.0,124.0,861,824.0,13.0,832,837.0,5.0,0,0,,,,,,
1763226,2015,4,23,4,AA,1463,N3FGAA,ORD,FLL,915,1008.0,53.0,11.0,1019.0,193.0,158.0,142.0,1182,1341.0,5.0,1328,1346.0,18.0,0,0,,0.0,0.0,18.0,0.0,0.0
4121105,2015,9,14,1,WN,2959,N8660A,MDW,FLL,815,813.0,-2.0,8.0,821.0,175.0,163.0,150.0,1167,1151.0,5.0,1210,1156.0,-14.0,0,0,,,,,,
5527709,2015,12,13,7,WN,509,N299WN,SJC,SNA,1020,1018.0,-2.0,15.0,1033.0,75.0,78.0,57.0,342,1130.0,6.0,1135,1136.0,1.0,0,0,,,,,,
1077736,2015,3,12,4,EV,4880,N195PQ,IAD,MSP,620,614.0,-6.0,11.0,625.0,168.0,156.0,138.0,908,743.0,7.0,808,750.0,-18.0,0,0,,,,,,
2768115,2015,6,23,2,US,1702,N548UW,PHL,FLL,1750,1747.0,-3.0,79.0,1906.0,179.0,210.0,127.0,992,2113.0,4.0,2049,2117.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
3840802,2015,8,26,3,UA,1482,N37437,IAD,SFO,2221,2221.0,0.0,26.0,2247.0,352.0,341.0,310.0,2419,57.0,5.0,113,102.0,-11.0,0,0,,,,,,
1911774,2015,5,2,6,EV,5566,N611QX,DTW,ELM,1220,1215.0,-5.0,16.0,1231.0,76.0,70.0,48.0,332,1319.0,6.0,1336,1325.0,-11.0,0,0,,,,,,
167848,2015,1,11,7,MQ,3396,N698MQ,DFW,GPT,2020,2034.0,14.0,17.0,2051.0,89.0,90.0,68.0,500,2159.0,5.0,2149,2204.0,15.0,0,0,,1.0,0.0,0.0,14.0,0.0
2505684,2015,6,8,1,NK,300,N638NK,MYR,LGA,903,856.0,-7.0,7.0,903.0,117.0,121.0,104.0,563,1047.0,10.0,1100,1057.0,-3.0,0,0,,,,,,
1971359,2015,5,6,3,DL,2126,N921DN,PIT,ATL,820,812.0,-8.0,16.0,828.0,103.0,112.0,78.0,526,946.0,18.0,1003,1004.0,1.0,0,0,,,,,,
3996819,2015,9,5,6,B6,1224,N304JB,BOS,MVY,1723,1718.0,-5.0,10.0,1728.0,51.0,35.0,21.0,70,1749.0,4.0,1814,1753.0,-21.0,0,0,,,,,,
421766,2015,1,28,3,NK,845,N514NK,DTW,FLL,1706,1716.0,10.0,8.0,1724.0,186.0,182.0,135.0,1127,1939.0,39.0,2012,2018.0,6.0,0,0,,,,,,
4889200,2015,11,2,1,AA,1944,N961UW,PVD,PHL,700,654.0,-6.0,14.0,708.0,76.0,68.0,51.0,237,759.0,3.0,816,802.0,-14.0,0,0,,,,,,
2444209,2015,6,4,4,AS,609,N587AS,LAS,SEA,1300,1245.0,-15.0,14.0,1259.0,150.0,140.0,120.0,867,1459.0,6.0,1530,1505.0,-25.0,0,0,,,,,,
4238679,2015,9,21,1,AA,2058,N118US,MIA,PHL,1625,1618.0,-7.0,16.0,1634.0,165.0,147.0,125.0,1013,1839.0,6.0,1910,1845.0,-25.0,0,0,,,,,,
968243,2015,3,5,4,DL,1536,N326NB,DTW,BWI,1025,1022.0,-3.0,57.0,1119.0,92.0,140.0,64.0,409,1223.0,19.0,1157,1242.0,45.0,0,0,,45.0,0.0,0.0,0.0,0.0
